Name,Age_Group,Gender,Geography,Education,Occupation,Caste,Voted_Party
Rekha Ali,30-39,Female,Rural,10th Pass,Labour,SC,NDA
Sanjay Paswan,20-29,Male,Rural,10th Pass,Skilled Professional,Yadav,MGB
Rajeev Singh,40-49,Male,Rural,Graduate,Farmer,Muslim,MGB
Rahul Choudhary,40-49,Male,Rural,Upto 9th,Labour,SC,NDA
Ranjeet Ali,30-39,Male,Rural,10th Pass,Pvt. Service,Yadav,MGB
Mohammad Ali,30-39,Male,Rural,Not Gone to School,Unemployed,General,Others
Aisha Sharma,30-39,Female,Urban,Graduate,Pvt. Service,Muslim,MGB
Amit Ansari,30-39,Male,Urban,Not Gone to School,Housewife,OBC,NDA
Mukesh Ansari,20-29,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Ranjeet Kumar,60-69,Male,Rural,Upto 9th,Farmer,EBC,NDA
Anita Ali,30-39,Female,Rural,12th Pass,Skilled Professional,SC,NDA
Vikash Mishra,50-59,Male,Rural,12th Pass,Housewife,SC,MGB
Fatima Manjhi,30-39,Female,Rural,10th Pass,Pvt. Service,SC,MGB
Sunita Sharma,50-59,Female,Rural,12th Pass,Self Occupation & Small Shop,ST,Others
Abdul Khatoon,30-39,Male,Rural,10th Pass,Housewife,Yadav,NDA
Rekha Ali,40-49,Female,Rural,10th Pass,Farmer,General,NDA
Rajeev Ali,30-39,Male,Rural,Upto 9th,Labour,Muslim,MGB
Amit Choudhary,70 & Above,Male,Rural,Post-Graduate,Pvt. Service,SC,MGB
Manju Mishra,40-49,Female,Rural,Upto 9th,Skilled Professional,Muslim,MGB
Rahul Ansari,40-49,Male,Rural,Not Gone to School,Labour,Muslim,MGB
Sunita Sharma,20-29,Female,Rural,Graduate,Labour,Yadav,MGB
Aisha Choudhary,30-39,Female,Rural,10th Pass,Housewife,Muslim,MGB
Rekha Singh,30-39,Female,Rural,10th Pass,Skilled Professional,EBC,Others
Ranjeet Singh,50-59,Male,Rural,Graduate,Others,EBC,MGB
Vikash Yadav,20-29,Male,Rural,Not Gone to School,Farmer,OBC,NDA
Ranjeet Sharma,50-59,Male,Rural,Graduate,Farmer,EBC,MGB
Sanjay Yadav,50-59,Male,Rural,Professional Education,Farmer,OBC,MGB
Mohammad Paswan,20-29,Male,Rural,12th Pass,Unemployed,General,NDA
Abdul Paswan,40-49,Male,Rural,Not Gone to School,Labour,Yadav,NDA
Deepak Ansari,50-59,Male,Rural,Graduate,Unemployed,EBC,JSP
Neha Singh,40-49,Female,Rural,Upto 9th,Farmer,EBC,NDA
Fatima Singh,60-69,Female,Rural,Upto 9th,Housewife,OBC,NDA
Deepak Choudhary,30-39,Male,Urban,Not Gone to School,Farmer,General,NDA
Aisha Mishra,30-39,Female,Rural,Graduate,Farmer,Yadav,MGB
Amit Sharma,40-49,Male,Rural,Not Gone to School,Housewife,EBC,Others
Amit Paswan,20-29,Male,Rural,Post-Graduate,Self Occupation & Small Shop,Muslim,MGB
Ranjeet Yadav,20-29,Male,Rural,Upto 9th,Pvt. Service,SC,NDA
Sanjay Mishra,20-29,Male,Rural,Upto 9th,Housewife,Yadav,MGB
Pooja Paswan,40-49,Female,Rural,Not Gone to School,Housewife,EBC,MGB
Kavita Ali,30-39,Female,Rural,10th Pass,Farmer,General,NDA
Vikash Mishra,70 & Above,Male,Rural,Graduate,Farmer,EBC,NDA
Fatima Kumar,30-39,Female,Rural,Upto 9th,Housewife,Yadav,MGB
Aisha Kumar,40-49,Female,Urban,12th Pass,Skilled Professional,OBC,JSP
Rekha Ali,40-49,Female,Urban,10th Pass,Farmer,EBC,MGB
Amit Choudhary,20-29,Male,Urban,Upto 9th,Housewife,SC,NDA
Aisha Ali,30-39,Female,Rural,12th Pass,Housewife,EBC,Others
Amit Paswan,40-49,Male,Urban,12th Pass,Others,General,NDA
Sunita Khatoon,30-39,Female,Rural,Not Gone to School,Farmer,Muslim,Others
Sanjay Paswan,20-29,Male,Rural,Graduate,Farmer,EBC,NDA
Abdul Mishra,40-49,Male,Rural,10th Pass,Housewife,EBC,NDA
Priyanka Ali,18-19,Female,Rural,Graduate,Housewife,General,NDA
Vikash Paswan,70 & Above,Male,Rural,Not Gone to School,Unemployed,EBC,JSP
Kavita Manjhi,60-69,Female,Rural,Upto 9th,Others,Yadav,MGB
Neha Khatoon,20-29,Female,Rural,Graduate,Housewife,Muslim,MGB
Aisha Kumar,50-59,Female,Rural,12th Pass,Housewife,EBC,NDA
Abdul Choudhary,30-39,Male,Rural,Not Gone to School,Housewife,General,MGB
Mukesh Yadav,40-49,Male,Rural,Not Gone to School,Farmer,General,NDA
Aisha Ali,40-49,Female,Rural,Post-Graduate,Pvt. Service,EBC,NDA
Sunita Yadav,30-39,Female,Urban,Not Gone to School,Student,EBC,NDA
Mukesh Singh,20-29,Male,Rural,Not Gone to School,Others,Yadav,MGB
Anita Paswan,30-39,Female,Rural,Upto 9th,Others,EBC,Others
Ranjeet Choudhary,30-39,Male,Rural,Not Gone to School,Housewife,Muslim,MGB
Ranjeet Ali,30-39,Male,Rural,12th Pass,Labour,OBC,Others
Manju Mishra,30-39,Female,Rural,Not Gone to School,Labour,General,NDA
Deepak Manjhi,20-29,Male,Rural,12th Pass,Farmer,OBC,MGB
Manju Ansari,30-39,Female,Rural,10th Pass,Housewife,General,JSP
Sanjay Ali,20-29,Male,Rural,Upto 9th,Labour,OBC,NDA
Priyanka Yadav,30-39,Female,Rural,Professional Education,Labour,Yadav,MGB
Vikash Sharma,30-39,Male,Rural,Not Gone to School,Unemployed,OBC,MGB
Mukesh Mishra,30-39,Male,Rural,Upto 9th,Farmer,Yadav,MGB
Pooja Manjhi,20-29,Female,Rural,10th Pass,Labour,General,NDA
Manju Manjhi,50-59,Female,Rural,Upto 9th,Self Occupation & Small Shop,OBC,Others
Sunita Mishra,50-59,Female,Rural,Upto 9th,Housewife,EBC,NDA
Rahul Yadav,50-59,Male,Urban,10th Pass,Farmer,Muslim,MGB
Fatima Choudhary,20-29,Female,Rural,12th Pass,Housewife,OBC,NDA
Neha Ali,30-39,Female,Rural,Graduate,Housewife,SC,MGB
Priyanka Sharma,40-49,Female,Rural,Not Gone to School,Housewife,EBC,NDA
Priyanka Khatoon,50-59,Female,Rural,Graduate,Farmer,EBC,NDA
Kavita Mishra,50-59,Female,Rural,Graduate,Housewife,General,NDA
Rajeev Sharma,30-39,Male,Rural,Professional Education,Labour,ST,NDA
Rekha Singh,60-69,Female,Rural,Upto 9th,Housewife,EBC,NDA
Pooja Khatoon,30-39,Female,Rural,Not Gone to School,Farmer,Muslim,MGB
Abdul Khatoon,50-59,Male,Rural,Not Gone to School,Labour,General,NDA
Manju Yadav,30-39,Female,Rural,Upto 9th,Housewife,EBC,NDA
Mukesh Sharma,30-39,Male,Rural,10th Pass,Housewife,General,NDA
Neha Ansari,20-29,Female,Rural,Not Gone to School,Unemployed,General,NDA
Abdul Khatoon,30-39,Male,Rural,Graduate,Others,EBC,NDA
Ranjeet Manjhi,18-19,Male,Rural,Graduate,Farmer,EBC,NDA
Priyanka Paswan,40-49,Female,Rural,Upto 9th,Pvt. Service,SC,Others
Sunita Kumar,50-59,Female,Rural,Upto 9th,Farmer,SC,MGB
Rajeev Kumar,50-59,Male,Rural,Not Gone to School,Pvt. Service,Muslim,MGB
Mohammad Sharma,20-29,Male,Rural,10th Pass,Pvt. Service,Yadav,MGB
Anita Ali,30-39,Female,Rural,12th Pass,Unemployed,Yadav,MGB
Mukesh Manjhi,30-39,Male,Rural,Upto 9th,Pvt. Service,EBC,MGB
Abdul Yadav,20-29,Male,Rural,Upto 9th,Pvt. Service,Muslim,MGB
Mohammad Choudhary,30-39,Male,Rural,Graduate,Pvt. Service,SC,NDA
Amit Ali,40-49,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Rahul Khatoon,30-39,Male,Rural,Not Gone to School,Labour,EBC,NDA
Kavita Ansari,20-29,Female,Rural,Not Gone to School,Farmer,OBC,NDA
Neha Paswan,50-59,Female,Rural,Upto 9th,Farmer,OBC,Others
Priyanka Yadav,40-49,Female,Rural,Upto 9th,Housewife,Yadav,MGB
Amit Ali,40-49,Male,Rural,10th Pass,Others,General,NDA
Kavita Ansari,30-39,Female,Rural,Graduate,Pvt. Service,ST,MGB
Pooja Ansari,20-29,Female,Urban,Not Gone to School,Farmer,SC,MGB
Mohammad Singh,60-69,Male,Rural,Not Gone to School,Housewife,General,Others
Mukesh Yadav,40-49,Male,Rural,10th Pass,Labour,Muslim,MGB
Mohammad Ali,50-59,Male,Rural,10th Pass,Farmer,Muslim,Others
Rekha Ali,30-39,Female,Rural,Not Gone to School,Others,Muslim,MGB
Vikash Ansari,30-39,Male,Urban,Graduate,Unemployed,SC,NDA
Rahul Singh,40-49,Male,Rural,Upto 9th,Housewife,Muslim,Others
Manju Kumar,30-39,Female,Rural,Graduate,Labour,Yadav,MGB
Vikash Kumar,30-39,Male,Rural,Upto 9th,Labour,EBC,MGB
Sunita Khatoon,30-39,Female,Rural,Graduate,Pvt. Service,Muslim,MGB
Manju Ansari,40-49,Female,Rural,10th Pass,Housewife,Muslim,MGB
Rajeev Ali,50-59,Male,Rural,Not Gone to School,Pvt. Service,Muslim,MGB
Anita Sharma,70 & Above,Female,Rural,Upto 9th,Pvt. Service,SC,MGB
Ranjeet Kumar,60-69,Male,Rural,Not Gone to School,Housewife,Muslim,MGB
Neha Paswan,30-39,Female,Urban,Not Gone to School,Unemployed,EBC,NDA
Neha Ansari,40-49,Female,Rural,Not Gone to School,Others,OBC,MGB
Anita Mishra,50-59,Female,Rural,Upto 9th,Farmer,SC,MGB
Rahul Mishra,20-29,Male,Rural,12th Pass,Pvt. Service,EBC,NDA
Aisha Ali,50-59,Female,Rural,Graduate,Housewife,SC,NDA
Neha Choudhary,40-49,Female,Rural,Not Gone to School,Housewife,OBC,NDA
Sunita Khatoon,40-49,Female,Rural,Not Gone to School,Farmer,EBC,NDA
Rahul Paswan,40-49,Male,Rural,Upto 9th,Unemployed,Yadav,MGB
Mohammad Kumar,30-39,Male,Rural,Upto 9th,Unemployed,SC,MGB
Pooja Mishra,60-69,Female,Urban,10th Pass,Self Occupation & Small Shop,SC,Others
Deepak Sharma,40-49,Male,Rural,Not Gone to School,Housewife,OBC,NDA
Anita Khatoon,30-39,Female,Rural,Upto 9th,Unemployed,EBC,Others
Pooja Mishra,40-49,Female,Rural,Professional Education,Skilled Professional,OBC,JSP
Deepak Singh,30-39,Male,Urban,Not Gone to School,Unemployed,General,NDA
Sanjay Manjhi,50-59,Male,Rural,Professional Education,Skilled Professional,EBC,NDA
Neha Paswan,20-29,Female,Rural,Graduate,Others,SC,NDA
Fatima Sharma,40-49,Female,Rural,10th Pass,Farmer,OBC,NDA
Ranjeet Ansari,30-39,Male,Rural,Not Gone to School,Farmer,OBC,NDA
Mukesh Singh,70 & Above,Male,Rural,10th Pass,Housewife,General,NDA
Ranjeet Singh,20-29,Male,Rural,Graduate,Farmer,OBC,MGB
Manju Manjhi,50-59,Female,Rural,Not Gone to School,Farmer,General,NDA
Vikash Ansari,20-29,Male,Rural,Not Gone to School,Others,SC,NDA
Abdul Mishra,40-49,Male,Urban,12th Pass,Govt. Service,EBC,MGB
Kavita Ansari,30-39,Female,Rural,Not Gone to School,Farmer,SC,NDA
Rajeev Mishra,30-39,Male,Rural,Not Gone to School,Housewife,OBC,NDA
Abdul Yadav,30-39,Male,Rural,Graduate,Unemployed,Muslim,MGB
Kavita Sharma,30-39,Female,Urban,Graduate,Self Occupation & Small Shop,SC,NDA
Deepak Kumar,40-49,Male,Rural,Not Gone to School,Housewife,EBC,Others
Rahul Sharma,40-49,Male,Rural,Not Gone to School,Housewife,EBC,NDA
Rajeev Kumar,40-49,Male,Rural,10th Pass,Self Occupation & Small Shop,SC,Others
Deepak Choudhary,20-29,Male,Rural,Post-Graduate,Pvt. Service,EBC,MGB
Neha Mishra,60-69,Female,Urban,10th Pass,Labour,SC,Others
Manju Manjhi,60-69,Female,Rural,Not Gone to School,Housewife,OBC,NDA
Ranjeet Singh,50-59,Male,Rural,12th Pass,Pvt. Service,OBC,MGB
Abdul Ansari,40-49,Male,Urban,Graduate,Housewife,SC,Others
Ranjeet Sharma,70 & Above,Male,Rural,Post-Graduate,Farmer,EBC,NDA
Priyanka Choudhary,60-69,Female,Rural,12th Pass,Housewife,SC,Others
Mohammad Choudhary,60-69,Male,Rural,12th Pass,Farmer,General,NDA
Amit Sharma,70 & Above,Male,Rural,10th Pass,Unemployed,General,Others
Rajeev Khatoon,70 & Above,Male,Rural,Not Gone to School,Labour,OBC,NDA
Deepak Ali,40-49,Male,Rural,Graduate,Unemployed,Muslim,Others
Sunita Ansari,20-29,Female,Urban,Not Gone to School,Unemployed,General,NDA
Aisha Kumar,60-69,Female,Rural,10th Pass,Farmer,EBC,MGB
Sunita Kumar,20-29,Female,Rural,10th Pass,Farmer,Yadav,MGB
Sunita Singh,30-39,Female,Rural,Graduate,Pvt. Service,OBC,NDA
Deepak Yadav,20-29,Male,Rural,Graduate,Housewife,SC,MGB
Vikash Kumar,30-39,Male,Rural,Graduate,Labour,EBC,MGB
Anita Mishra,20-29,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Rajeev Singh,50-59,Male,Urban,Upto 9th,Housewife,OBC,NDA
Sanjay Sharma,20-29,Male,Rural,Upto 9th,Unemployed,SC,MGB
Ranjeet Khatoon,50-59,Male,Rural,Not Gone to School,Self Occupation & Small Shop,General,Others
Abdul Choudhary,20-29,Male,Rural,Graduate,Labour,EBC,NDA
Rahul Choudhary,40-49,Male,Rural,12th Pass,Labour,Muslim,MGB
Pooja Manjhi,30-39,Female,Rural,12th Pass,Housewife,EBC,NDA
Sanjay Manjhi,30-39,Male,Rural,Graduate,Labour,Muslim,MGB
Rekha Ali,40-49,Female,Rural,Upto 9th,Pvt. Service,SC,NDA
Kavita Paswan,50-59,Female,Rural,Not Gone to School,Skilled Professional,EBC,Others
Rekha Khatoon,30-39,Female,Rural,Not Gone to School,Labour,SC,MGB
Neha Mishra,60-69,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Priyanka Ali,30-39,Female,Rural,Graduate,Housewife,SC,NDA
Abdul Ansari,20-29,Male,Rural,10th Pass,Housewife,Muslim,MGB
Abdul Manjhi,50-59,Male,Rural,12th Pass,Farmer,Yadav,MGB
Abdul Yadav,30-39,Male,Urban,12th Pass,Skilled Professional,EBC,NDA
Neha Manjhi,30-39,Female,Rural,Graduate,Labour,EBC,MGB
Rajeev Sharma,40-49,Male,Rural,Graduate,Farmer,EBC,NDA
Amit Choudhary,20-29,Male,Rural,10th Pass,Farmer,EBC,NDA
Rekha Kumar,40-49,Female,Rural,10th Pass,Housewife,Muslim,MGB
Vikash Sharma,30-39,Male,Rural,10th Pass,Housewife,EBC,MGB
Pooja Kumar,20-29,Female,Urban,12th Pass,Housewife,SC,NDA
Rahul Ansari,30-39,Male,Rural,Not Gone to School,Others,General,MGB
Abdul Khatoon,60-69,Male,Rural,10th Pass,Labour,General,MGB
Rekha Singh,30-39,Female,Rural,Upto 9th,Farmer,General,MGB
Neha Singh,50-59,Female,Rural,Professional Education,Others,OBC,MGB
Abdul Choudhary,30-39,Male,Rural,Graduate,Farmer,General,NDA
Abdul Mishra,30-39,Male,Rural,Not Gone to School,Farmer,EBC,MGB
Pooja Khatoon,20-29,Female,Rural,Upto 9th,Housewife,Yadav,MGB
Priyanka Paswan,50-59,Female,Urban,Graduate,Skilled Professional,SC,MGB
Sunita Yadav,30-39,Female,Rural,10th Pass,Farmer,SC,MGB
Sunita Ali,60-69,Female,Rural,Upto 9th,Labour,General,NDA
Rahul Ansari,30-39,Male,Rural,Graduate,Others,General,NDA
Aisha Ansari,50-59,Female,Rural,12th Pass,Pvt. Service,Yadav,MGB
Amit Ali,40-49,Male,Rural,Upto 9th,Pvt. Service,Muslim,Others
Rahul Paswan,60-69,Male,Rural,Upto 9th,Farmer,SC,NDA
Aisha Khatoon,50-59,Female,Rural,12th Pass,Labour,EBC,MGB
Pooja Khatoon,20-29,Female,Urban,Not Gone to School,Farmer,General,NDA
Priyanka Manjhi,60-69,Female,Rural,10th Pass,Labour,Yadav,MGB
Pooja Mishra,50-59,Female,Rural,Graduate,Housewife,EBC,NDA
Amit Choudhary,70 & Above,Male,Rural,Upto 9th,Farmer,Yadav,NDA
Fatima Mishra,40-49,Female,Rural,Upto 9th,Labour,General,JSP
Ranjeet Manjhi,70 & Above,Male,Rural,Not Gone to School,Housewife,OBC,Others
Kavita Manjhi,40-49,Female,Rural,10th Pass,Self Occupation & Small Shop,OBC,NDA
Anita Yadav,50-59,Female,Rural,10th Pass,Self Occupation & Small Shop,General,JSP
Mukesh Mishra,20-29,Male,Rural,10th Pass,Housewife,SC,Others
Rahul Paswan,20-29,Male,Rural,12th Pass,Labour,OBC,MGB
Mukesh Khatoon,20-29,Male,Rural,Upto 9th,Farmer,General,MGB
Manju Kumar,40-49,Female,Urban,Upto 9th,Labour,Yadav,MGB
Pooja Ali,40-49,Female,Rural,Not Gone to School,Labour,Yadav,MGB
Fatima Yadav,30-39,Female,Rural,Not Gone to School,Student,EBC,MGB
Rajeev Paswan,60-69,Male,Rural,Upto 9th,Farmer,OBC,Others
Rajeev Khatoon,20-29,Male,Rural,Upto 9th,Farmer,OBC,MGB
Rajeev Mishra,30-39,Male,Rural,10th Pass,Pvt. Service,EBC,MGB
Rahul Mishra,50-59,Male,Rural,Graduate,Farmer,EBC,MGB
Aisha Manjhi,60-69,Female,Rural,10th Pass,Labour,SC,NDA
Priyanka Mishra,50-59,Female,Rural,Not Gone to School,Pvt. Service,General,NDA
Manju Yadav,50-59,Female,Rural,Upto 9th,Housewife,Yadav,MGB
Sanjay Yadav,20-29,Male,Rural,10th Pass,Housewife,General,NDA
Mohammad Mishra,20-29,Male,Rural,Upto 9th,Others,EBC,NDA
Abdul Yadav,20-29,Male,Rural,Not Gone to School,Others,SC,NDA
Pooja Sharma,50-59,Female,Rural,10th Pass,Student,EBC,Others
Sanjay Khatoon,50-59,Male,Rural,Upto 9th,Self Occupation & Small Shop,Muslim,MGB
Neha Manjhi,20-29,Female,Rural,Not Gone to School,Housewife,General,NDA
Sanjay Singh,30-39,Male,Urban,Upto 9th,Labour,SC,Others
Vikash Choudhary,20-29,Male,Rural,Graduate,Pvt. Service,Muslim,MGB
Kavita Singh,40-49,Female,Rural,Graduate,Self Occupation & Small Shop,OBC,Others
Anita Paswan,30-39,Female,Rural,10th Pass,Self Occupation & Small Shop,General,Others
Amit Sharma,20-29,Male,Rural,Not Gone to School,Others,General,NDA
Rahul Singh,30-39,Male,Rural,Graduate,Unemployed,EBC,MGB
Pooja Kumar,30-39,Female,Rural,12th Pass,Unemployed,Yadav,MGB
Neha Kumar,20-29,Female,Rural,Upto 9th,Labour,SC,NDA
Neha Choudhary,30-39,Female,Rural,10th Pass,Housewife,General,NDA
Fatima Sharma,70 & Above,Female,Rural,Not Gone to School,Labour,Muslim,Others
Abdul Choudhary,30-39,Male,Rural,Not Gone to School,Housewife,EBC,NDA
Abdul Singh,30-39,Male,Rural,Graduate,Labour,General,MGB
Rahul Manjhi,30-39,Male,Rural,Graduate,Pvt. Service,SC,NDA
Abdul Sharma,20-29,Male,Rural,Upto 9th,Pvt. Service,Yadav,MGB
Abdul Manjhi,60-69,Male,Rural,Graduate,Farmer,General,NDA
Amit Kumar,30-39,Male,Rural,Upto 9th,Labour,EBC,NDA
Ranjeet Ali,20-29,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Sunita Ansari,50-59,Female,Rural,10th Pass,Student,EBC,NDA
Deepak Ansari,20-29,Male,Rural,Upto 9th,Farmer,Yadav,MGB
Fatima Sharma,50-59,Female,Rural,Not Gone to School,Labour,General,NDA
Abdul Singh,20-29,Male,Rural,Not Gone to School,Housewife,ST,NDA
Pooja Paswan,60-69,Female,Rural,Upto 9th,Self Occupation & Small Shop,OBC,MGB
Rajeev Mishra,20-29,Male,Rural,Professional Education,Labour,OBC,Others
Sanjay Yadav,40-49,Male,Rural,Graduate,Labour,Yadav,MGB
Ranjeet Kumar,30-39,Male,Rural,Not Gone to School,Farmer,OBC,NDA
Pooja Paswan,40-49,Female,Urban,Not Gone to School,Farmer,EBC,NDA
Fatima Paswan,50-59,Female,Rural,Graduate,Self Occupation & Small Shop,EBC,NDA
Ranjeet Singh,30-39,Male,Rural,Not Gone to School,Pvt. Service,General,NDA
Rajeev Ansari,60-69,Male,Rural,Upto 9th,Housewife,EBC,NDA
Manju Yadav,20-29,Female,Rural,10th Pass,Labour,ST,MGB
Sanjay Paswan,40-49,Male,Rural,Upto 9th,Skilled Professional,Muslim,MGB
Pooja Manjhi,30-39,Female,Rural,Not Gone to School,Others,General,NDA
Neha Khatoon,60-69,Female,Rural,Upto 9th,Pvt. Service,Yadav,JSP
Rekha Kumar,20-29,Female,Rural,Not Gone to School,Farmer,Muslim,MGB
Amit Choudhary,20-29,Male,Rural,Upto 9th,Farmer,General,NDA
Abdul Kumar,30-39,Male,Rural,Upto 9th,Labour,Yadav,MGB
Neha Sharma,40-49,Female,Rural,10th Pass,Pvt. Service,OBC,NDA
Mohammad Singh,20-29,Male,Rural,Not Gone to School,Others,EBC,NDA
Neha Kumar,50-59,Female,Rural,12th Pass,Farmer,SC,NDA
Deepak Sharma,30-39,Male,Rural,Graduate,Housewife,OBC,JSP
Manju Kumar,20-29,Female,Rural,Upto 9th,Housewife,OBC,NDA
Deepak Yadav,20-29,Male,Urban,Upto 9th,Labour,OBC,NDA
Mukesh Singh,20-29,Male,Rural,Not Gone to School,Unemployed,General,MGB
Pooja Khatoon,20-29,Female,Rural,10th Pass,Skilled Professional,EBC,NDA
Anita Sharma,70 & Above,Female,Rural,Upto 9th,Farmer,Muslim,MGB
Sunita Kumar,40-49,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Ranjeet Khatoon,40-49,Male,Rural,12th Pass,Housewife,SC,NDA
Neha Mishra,20-29,Female,Rural,Upto 9th,Farmer,Muslim,MGB
Neha Mishra,30-39,Female,Rural,Upto 9th,Unemployed,EBC,MGB
Anita Choudhary,40-49,Female,Rural,Professional Education,Student,General,NDA
Mohammad Manjhi,30-39,Male,Urban,Not Gone to School,Pvt. Service,General,NDA
Aisha Manjhi,50-59,Female,Rural,12th Pass,Pvt. Service,General,JSP
Sunita Kumar,40-49,Female,Rural,Upto 9th,Farmer,Muslim,NDA
Sanjay Ali,20-29,Male,Rural,10th Pass,Student,SC,Others
Sanjay Yadav,30-39,Male,Rural,12th Pass,Unemployed,OBC,NDA
Abdul Manjhi,50-59,Male,Rural,Upto 9th,Pvt. Service,SC,MGB
Rajeev Paswan,30-39,Male,Rural,Not Gone to School,Govt. Service,EBC,MGB
Sanjay Ali,30-39,Male,Rural,Graduate,Skilled Professional,OBC,MGB
Rahul Khatoon,60-69,Male,Rural,Not Gone to School,Housewife,SC,MGB
Aisha Manjhi,30-39,Female,Rural,10th Pass,Housewife,EBC,NDA
Anita Khatoon,30-39,Female,Rural,12th Pass,Labour,OBC,NDA
Ranjeet Choudhary,70 & Above,Male,Rural,Graduate,Farmer,SC,NDA
Priyanka Paswan,20-29,Female,Rural,Not Gone to School,Farmer,Muslim,MGB
Abdul Yadav,40-49,Male,Rural,Upto 9th,Housewife,Yadav,MGB
Ranjeet Singh,40-49,Male,Rural,10th Pass,Pvt. Service,Muslim,MGB
Sanjay Yadav,50-59,Male,Rural,Not Gone to School,Housewife,OBC,JSP
Manju Mishra,30-39,Female,Urban,Not Gone to School,Farmer,Muslim,NDA
Sanjay Yadav,40-49,Male,Rural,Upto 9th,Farmer,Muslim,Others
Mohammad Ali,20-29,Male,Rural,Graduate,Govt. Service,Yadav,MGB
Neha Singh,20-29,Female,Rural,Graduate,Farmer,Muslim,MGB
Neha Singh,30-39,Female,Rural,Graduate,Student,SC,MGB
Amit Kumar,60-69,Male,Rural,10th Pass,Farmer,EBC,NDA
Abdul Ansari,18-19,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Rahul Paswan,60-69,Male,Rural,Graduate,Farmer,General,Others
Anita Singh,30-39,Female,Rural,12th Pass,Self Occupation & Small Shop,General,NDA
Mohammad Sharma,20-29,Male,Rural,12th Pass,Labour,OBC,MGB
Aisha Paswan,30-39,Female,Rural,10th Pass,Farmer,General,NDA
Deepak Ansari,60-69,Male,Rural,10th Pass,Labour,EBC,NDA
Rajeev Sharma,30-39,Male,Rural,Not Gone to School,Farmer,SC,NDA
Abdul Sharma,40-49,Male,Rural,Professional Education,Pvt. Service,SC,MGB
Mohammad Ali,30-39,Male,Rural,Upto 9th,Housewife,General,NDA
Rekha Mishra,40-49,Female,Rural,10th Pass,Skilled Professional,Yadav,MGB
Rekha Manjhi,30-39,Female,Rural,Not Gone to School,Labour,EBC,NDA
Mukesh Singh,40-49,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Sunita Khatoon,20-29,Female,Urban,Not Gone to School,Labour,SC,MGB
Anita Manjhi,40-49,Female,Rural,Post-Graduate,Labour,OBC,MGB
Abdul Singh,50-59,Male,Rural,Upto 9th,Skilled Professional,General,NDA
Pooja Choudhary,20-29,Female,Rural,Upto 9th,Labour,Muslim,MGB
Deepak Paswan,60-69,Male,Rural,Not Gone to School,Housewife,EBC,NDA
Anita Sharma,50-59,Female,Rural,Upto 9th,Self Occupation & Small Shop,Muslim,MGB
Sanjay Manjhi,30-39,Male,Rural,Professional Education,Pvt. Service,EBC,NDA
Vikash Kumar,40-49,Male,Rural,Not Gone to School,Housewife,Muslim,MGB
Fatima Singh,20-29,Female,Rural,10th Pass,Pvt. Service,EBC,NDA
Kavita Yadav,30-39,Female,Rural,Upto 9th,Labour,EBC,Others
Priyanka Mishra,40-49,Female,Rural,12th Pass,Housewife,OBC,NDA
Fatima Sharma,50-59,Female,Rural,Upto 9th,Farmer,Yadav,MGB
Pooja Mishra,30-39,Female,Rural,Graduate,Others,Yadav,MGB
Deepak Manjhi,40-49,Male,Rural,Not Gone to School,Housewife,General,MGB
Neha Ali,40-49,Female,Rural,Upto 9th,Farmer,General,Others
Pooja Mishra,30-39,Female,Rural,10th Pass,Farmer,Yadav,MGB
Amit Mishra,70 & Above,Male,Rural,Upto 9th,Farmer,Yadav,MGB
Kavita Mishra,40-49,Female,Urban,Graduate,Housewife,General,MGB
Rajeev Singh,40-49,Male,Rural,10th Pass,Labour,Muslim,MGB
Manju Singh,70 & Above,Female,Rural,12th Pass,Farmer,General,NDA
Fatima Manjhi,30-39,Female,Rural,12th Pass,Self Occupation & Small Shop,Yadav,MGB
Rekha Mishra,40-49,Female,Rural,Not Gone to School,Pvt. Service,Muslim,MGB
Rajeev Kumar,50-59,Male,Rural,12th Pass,Others,OBC,NDA
Sunita Choudhary,30-39,Female,Rural,Not Gone to School,Unemployed,General,Others
Aisha Paswan,50-59,Female,Rural,Not Gone to School,Unemployed,Yadav,MGB
Vikash Paswan,30-39,Male,Rural,Upto 9th,Farmer,EBC,MGB
Priyanka Khatoon,20-29,Female,Rural,Not Gone to School,Labour,SC,MGB
Rahul Singh,30-39,Male,Rural,10th Pass,Farmer,EBC,NDA
Ranjeet Ali,20-29,Male,Urban,Upto 9th,Labour,SC,MGB
Neha Paswan,40-49,Female,Rural,Upto 9th,Others,General,MGB
Manju Kumar,30-39,Female,Urban,12th Pass,Others,Muslim,MGB
Rajeev Singh,60-69,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Anita Manjhi,40-49,Female,Rural,Not Gone to School,Housewife,General,NDA
Deepak Ansari,30-39,Male,Rural,10th Pass,Labour,General,Others
Fatima Yadav,20-29,Female,Rural,10th Pass,Housewife,Yadav,MGB
